"no";"tipo";"de_para";"resumo";"data"
"667";"telegrama";"Embaixada em  WASHINGTON";"Não           proliferação.  Desarmamento.Armas Nucleares. Alteração  da  doutrina  de  Segurança dos EUA.";2002-03-21
"669";"telegrama";"Embaixada em  WASHINGTON";"Pedido  de informações.  Cidadão iraniano.
Embaixada em La Paz.";2002-03-21
"645";"telegrama";"Embaixada em  WASHINGTON";"Suco  de  Laranja. \"Florida  Equalization          Tax\". Inconstitucionalidade.  Decisão de Juiz da Flórida.";2002-03-21
"269";"telegrama";"Embaixada em  PEQUIM";"China-Iraque. Pressão para  o retorno de inspetores
internacionais.";2002-03-22
"286";"despacho telegráfico";"Embaixada em  WASHINGTON";"Brasil-França. Consultas  políticas. Agenda  multilateral. Conversa com o  Secretário-Geral Adjunto do  Quai d´Orsay.";2002-03-22
"681";"telegrama";"Embaixada em  WASHINGTON";"Desarmamento. Armas químicas.  OPAQ. Diretor-Geral. despacho telegráfico da Associated Press.";2002-03-22
"295";"telegrama";"Embaixada em  PEQUIM";"Brasil-RPC. IRBr. PROFA-I.  Programa de bolsistas  estrangeiros. Candidatura  chinesa. Biênio 2002/2003.  Impossibilidade.";2002-03-26
"298";"telegrama";"Embaixada em  PEQUIM";"Brasil-RPC. Visita do Sr. MDIC  à China. Temas de conversação.
Subsídios. EMBRAER.";2002-03-26
"293";"telegrama";"Embaixada em  PEQUIM";"China-Israel. Questão do  Oriente Médio. Visita à China  do Vice-
Primeiro-Ministro  Shimon Peres.";2002-03-26
"285";"telegrama";"Embaixada em  PEQUIM";"Desarmamento. Armas Químicas.  OPAQ. Diretor-Geral.";2002-03-26
"224";"despacho telegráfico";"Embaixada em  PEQUIM";"Rússia. Possibilidade de ação  contra o Iraque. Fator curdo. Matéria  na  imprensa  russa.";2002-03-27
"309";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Soja. Legislação  sobre OGMs. Efeitos sobre as exportações brasileiras.";2002-03-27
"308";"telegrama";"Embaixada em  PEQUIM";"China-Israel. Visita do Vice-  Primeiro-Ministro Shimon  Peres.
Encontro com Zhu Rongji  e Qian Qichen.";2002-03-27
"313";"telegrama";"Embaixada em  PEQUIM";"Política comercial.  Salvaguardas. Aço. UE.  Solicitação de
informações.";2002-03-27
"320";"telegrama";"Embaixada em  PEQUIM";"Brasil-RPC. Visita do S. MDIC.  Temas de conversação.  Subsídios. Soja transgênica e  derivados.";2002-03-28
"737";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.     Posse    da  Embaixadora Donna Hrinak.";2002-03-29
"734";"telegrama";"Embaixada em  WASHINGTON";"EUA-Brasil. Política comerci-  al. Conversa com funcionários  do USTR: Mecanismo bilateral,  4+1,  visita  do  USTR,  EUA-
Chile/Uruguai, aço.";2002-03-29
"327";"telegrama";"Embaixada em  PEQUIM";"China-Estados Unidos. Viagem  do Vice-Presidente Hu Jintao.
Questão de Taiwan.";2002-03-31
"756";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Crise no Oriente Médio.  Posição do governo Bush.";2002-04-01
"770";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Crise no Oriente Médio.  Posição do governo Bush.";2002-04-03
"772";"telegrama";"Embaixada em  WASHINGTON";"EUA. Suco de Laranja. Taxa de  Equalização   da   Flórida. Consultas na OMC.";2002-04-03
"784";"telegrama";"Embaixada em  WASHINGTON";"Política  externa.  Oriente  Médio.  Visita  aos  EUA  do  Príncipe
Herdeiro  da Arábia  Saudita.";2002-04-04
"792";"telegrama";"Embaixada em  WASHINGTON";"PAQISTÃO. IMIGRAÇÃO ILEGAL.  MEDIDAS ACAUTELATÓRIAS.";2002-04-05
"804";"telegrama";"Embaixada em  WASHINGTON";"Privilégios e    Imunidades.  Aeroportos  norte-americanos.
Procedimentos  de  Segurança.  Tratamento      dispensado a autoridades estrangeiras.";2002-04-05
"789";"telegrama";"Embaixada em  WASHINGTON";"Privilégios e Imunidades.  Aeroportos norte-americanos.  Visita da Doutora Ruth Cardoso  aos Estados Unidos.";2002-04-05
"806";"telegrama";"Embaixada em  WASHINGTON";"Desarmamento.  OPAQ.  Armas  Químicas.     Direção-Geral. Conversa  com  Marc Grossman.  Entrega de aide-mémoire.";2002-04-08
"354";"telegrama";"Embaixada em  PEQUIM";"Nações Unidas. Angola.  Contatos da UNITA com o  Secretário-Geral.";2002-04-09
"251";"despacho telegráfico";"Embaixada em  PEQUIM";"Brasil-Coréia do Norte.  Embaixador Yu Chang Un.  Apresentação de cartas  credenciais. Audiências em  Basília. Relato.";2002-04-10
"257";"despacho telegráfico";"Embaixada em  PEQUIM";"Brasil-China. C&T. Visita de  missão oficial do Estado do  Paraná.";2002-04-11
"366";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Comércio. Visita  do Sr. MDIC. Reunião ampliada  no MOFTEC. Relatório.";2002-04-11
"369";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Produtos  agrícolas. Reunião no Min.  da Agricultura. Relatório.";2002-04-11
"368";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Visita do Sr.  MDIC. Encontro na SPDC.";2002-04-11
"365";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Visita do Sr.  MDIC. Encontro no MOFTEC.";2002-04-11
"367";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Visita do Sr.  MDIC. Inspeção fitossanitária.  Barreiras comerciais. Reunião  com a Administração de  Inspeção e
Quarentenas.";2002-04-11
"370";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Visita do Sr.  MDIC. Reunião técnica com a Administração de Inspeção e  Quarentenas.";2002-04-11
"373";"telegrama";"Embaixada em  PEQUIM";"Desarmamento.Armas Químicas.  OPAQ. Diretor-Geral.Gestão.
China.";2002-04-11
"374";"telegrama";"Embaixada em  PEQUIM";"Desarmamento.Armas Químicas.  OPAQ. Diretor-Geral.Gestão.
China.";2002-04-11
"363";"despacho telegráfico";"Embaixada em  WASHINGTON";"Venezuela. Política Interna.  Protesto de oficiais da ativa.  Análise.";2002-04-11
"845";"telegrama";"Embaixada em  WASHINGTON";"Meio    Ambiente.    Mogno.  Liberação  dos  carregamenos  nos EUA.";2002-04-11
"842";"telegrama";"Embaixada em  WASHINGTON";"Política  externa.  Relações  hemisféricas. A  política  do  governo
Bush sob ataque.";2002-04-11
"840";"telegrama";"Embaixada em  WASHINGTON";"Política externa. Brasil-EUA.  Conversa  sobre  Argentina no
Departamento de Estado.";2002-04-11
"386";"telegrama";"Embaixada em  PEQUIM";"Brasil-China.  Visita  do  Sr.  MDIC. Reunião do Presidente do BNDES com o Vice-Governador do  Banco de Desenvolvimento da
China.";2002-04-12
"850";"telegrama";"Embaixada em  WASHINGTON";"Política  Externa.  Deposição  do  Presidente  Chávez  na
Venezuela.  Reunião convocada  por Otto Reich no DOS.";2002-04-12
"854";"telegrama";"Embaixada em  WASHINGTON";"Política  externa.  EUA-Cuba.  Declarações  do Subsecretário  John Bolton.";2002-04-12
"848";"telegrama";"Embaixada em  WASHINGTON";"Política externa. Brasil-Méxi-  co. Visita de delegação do  CISEN a
Brasília.";2002-04-12
"267";"despacho telegráfico";"Embaixada em  PEQUIM";"Brasil-China.  C&T.  Visita de  missão oficial do Estado do  Paraná.";2002-04-15
"870";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Eficiência  das  bombas  inteligentes  no Afeganistão.
Conseqüências para a doutrina  militar norte-americana.";2002-04-15
"868";"telegrama";"Embaixada em  WASHINGTON";"Venezuela.   Convocação  da  Assembléia Geral. Posição dos  EUA.";2002-04-15
"408";"telegrama";"Embaixada em  PEQUIM";"Brasil-RPC. Visita ao Brasil  do Ministro da Comissão de  Indústria, Ciência e  Tecnologia para a Defesa  Nacional. Datas e programa.";2002-04-16
"877";"telegrama";"Embaixada em  WASHINGTON";"Política  Externa. Venezuela.  Golpe e  restauração. Posição  dos
EUA.";2002-04-16
"883";"telegrama";"Embaixada em  WASHINGTON";"OPAQ. Diretor-Geral.  Conferência Especial. Conselho  Executivo.";2002-04-17
"886";"telegrama";"Embaixada em  WASHINGTON";"Política  Financeira.  BID-  Bolívia.  Rodovia  Corumbá-  Santa
Cruz.  Encontros  em  Washington.";2002-04-17
"880";"telegrama";"Embaixada em  WASHINGTON";"Venezuela.  Política  interna. Paralisação  convocada pela CTV.";2002-04-17
"893";"telegrama";"Embaixada em  WASHINGTON";"EUA-Reino  Unido.  Encontro  Bush-Blair     no    Texas. Comentários.";2002-04-18
"899";"telegrama";"Embaixada em  WASHINGTON";"EUA-Reino Unido. Encontro  Bush-Blair  no   Texas.  Comentários.";2002-04-18
"895";"telegrama";"Embaixada em  WASHINGTON";"Política  externa.  Relações  hemisféricas.    Brasil-EUA.  Palestras do  Secretário  de  Estado e    do   Secretário  Assistente.";2002-04-18
"733";"telegrama";"Embaixada em  WASHINGTON";"Política externa. Brasil-EUA.  Relações       hemisféricas.  Conversa
com Otto Reich.";2002-04-18
"287";"despacho telegráfico";"Embaixada em  PEQUIM";"Brasil-China.  C&T.  Visita de  missão oficial do Estado do  Paraná.
Projetos de  cooperação.";2002-04-19
"425";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Visita do  Sr. MDIC. Entrevista com  funcionários dos EUA.  Comércio de soja.";2002-04-19
"424";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Visita do  Sr. MDIC. Entrevista com  funcionários dos EUA.  Comércio de soja.";2002-04-19
"809";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.    Considerações  sobre  as  perspectivas  das  relações bilaterais.";2002-04-19
"901";"telegrama";"Embaixada em  WASHINGTON";"OMC. Biotecnologia. Proibição  comunitária de importação de produtos OGMs. Possível reação  dos EUA.";2002-04-19
"909";"telegrama";"Embaixada em  WASHINGTON";"Política  Externa. Venezuela.  Golpe e  restauração. Posição  dos
EUA. Novas informações.";2002-04-19
"911";"telegrama";"Embaixada em  WASHINGTON";"Política Comercial. EUA.  Têxteis. Questionários. ITC.  DOC. ABIT.";2002-04-19
"435";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. II Reunião de  chefes de postos da Ásia e  Oceania.
Subsídios. Economia.  Geral.";2002-04-23
"447";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Produtos  agrícolas. Controles  sanitários. Seguimento à visita do Sr. MDIC.";2002-04-24
"448";"telegrama";"Embaixada em  PEQUIM";"REGIME DE CONTROLE DE  TECNOLOGIAS DE MÍSSEIS (MTCR).
REUNIÃO DE ESPECIALISTAS  TÉCNICOS (TEM). RELATÓRIO.";2002-04-24
"935";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Eleições  parlamentares  de   novembro.   estratégia Democrata.";2002-04-24
"937";"telegrama";"Embaixada em  WASHINGTON";"Política externa. Brasil-EUA.  O   momento  delicado  das  relações bilaterais.";2002-04-24
"939";"telegrama";"Embaixada em  WASHINGTON";"Política Externa. Brasil-EUA.  Situação    na   Venezuela.  Conversa
no  Departamento de  Estado.";2002-04-24
"940";"telegrama";"Embaixada em  WASHINGTON";"Terrorismo.       Fronteira  tríplice .        Seminário  promovido pelo Wilson Center.";2002-04-24
"455";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. II Reunião de  Chefes de Postos. Ásia e  Oceania. Subsídios.  Relações  Políticas Bilaterais. Relações  em Foros
Multilaterais.";2002-04-25
"957";"telegrama";"Embaixada em  WASHINGTON";"Política  Externa. Venezuela.  Golpe e  restauração. Posição  dos EUA. Novas informações.";2002-04-25
"425";"despacho telegráfico";"Embaixada em  WASHINGTON";"ALCA. Reunião Comitê de  Negociações Comerciais.Isla  Margarita. Instruções sobre o  Grupo Negociadorde Serviços.";2002-04-26
"469";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Comércio de  produtos agrícolas. Controles sanitários. Proposta de  estratégia de aproximação  bilateral.";2002-04-29
"470";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Relações  culturais. Exposições chinesas  no Brasil.
BrasilConnects e  FAAP.";2002-04-29
"976";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Hipótese  de  ataque  nuclear  ou radioativo contra
Washington.";2002-04-29
"984";"telegrama";"Embaixada em  WASHINGTON";"Política  Externa.  Oriente  Médio. Ação dos EUA.";2002-04-29
"998";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Audiência na Câmara dos  Deputados  sobre envolvimento do IRA com as FARC.";2002-04-30
"1023";"telegrama";"Embaixada em  WASHINGTON";"Meio    Ambiente.    Mogno.  Retenção  dos  carregamentos. Visita de importadores norte-  americanos.";2002-05-01
"1028";"telegrama";"Embaixada em  WASHINGTON";"Meio    Ambiente.    Mogno.  Liberação  dos  carregamentos  nos EUA. Reversão da decisão.";2002-05-02
"1034";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.  Certificação  de  Aeronaves.  Visita  do  Vice- Presidente   Executivo   da  EMBRAER.";2002-05-03
"1029";"telegrama";"Embaixada em  WASHINGTON";"Meio    Ambiente.    Mogno.  Liberação dos carregamentos.";2002-05-03
"1030";"telegrama";"Embaixada em  WASHINGTON";"OMC.   Agricultura.   Soja.  Subsídios      nos     EUA.
Questionamento Brasileiro.";2002-05-03
"1039";"telegrama";"Embaixada em  WASHINGTON";"Política externa. Terrorismo.  Fronteira  tríplice.  Menções  por
funcionários   norte-  americanos.";2002-05-03
"1051";"telegrama";"Embaixada em  WASHINGTON";"Política  externa.  Relações  hemisféricas.    Brasil-EUA.  Palestras do  Secretário  de  Estado e    do   Secretário  Assistente.";2002-05-06
"1057";"telegrama";"Embaixada em  WASHINGTON";"Cumulatividade.       Guiné  Equatorial.    Visita    do  Presidente
Teodoro  Obiang  Nguema Mbasogo a Brasília.";2002-05-07
"1063";"telegrama";"Embaixada em  WASHINGTON";"Política  externa.  EUA-Cuba.  Declarações  do Subsecretário  John Bolton.";2002-05-07
"1082";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.   Política  comercial. Mecanismo de  Consultas.  II Reunião.  Subsídios.";2002-05-09
"1083";"telegrama";"Embaixada em  WASHINGTON";"EUA. Política externa. China.  Visita  do Vice-Presidente Hu  Jintao.
Briefing     do  Departamento de Estado.";2002-05-09
"337";"despacho telegráfico";"Embaixada em  PEQUIM";"BIE. Exposição Internacional  2010. Candidatura da China.
Solicitalção de comentários.";2002-05-10
"501";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Difusão  cultural. Exposições chinesas  no Brasil:
BrasilConnects e  FAAP.";2002-05-10
"1091";"telegrama";"Embaixada em  WASHINGTON";"EUA.   Política   interna e  externa.  Governo  George W.  Bush. Fundamentalismo  conservador.";2002-05-10
"510";"telegrama";"Embaixada em  PEQUIM";"Seminário em Taipé. Convite.";2002-05-13
"1108";"telegrama";"Embaixada em  WASHINGTON";"Meio  Ambiente.  Visita  do  Presidente     do    IBAMA. Declarações equivocadas.";2002-05-13
"1124";"telegrama";"Embaixada em  WASHINGTON";"Cumulatividade.       Guiné  Equatorial.  Embaixador Tomas
Maurício        Guggenheim.  Solicitação de \"agrément\".";2002-05-14
"1122";"telegrama";"Embaixada em  WASHINGTON";"EUA-Rússia.  Armas nucleares.  Acordo  para  redução  dos
arsenais.";2002-05-14
"1111";"telegrama";"Embaixada em  WASHINGTON";"Política Externa. Brasil-EUA.  Conversa  no  Departamento de Estado. Venezuela. CDH.";2002-05-14
"527";"telegrama";"Embaixada em  PEQUIM";"China. Produtos agrícolas.  Cotas. Descumprimento de compromissos assumidos  junto à OMC.";2002-05-15
"1130";"telegrama";"Embaixada em  WASHINGTON";"Defesa.  Brasil-EUA.  Aviões  F-16  e  mísseis  AMRAAM.  Iniciativa
no Senado.";2002-05-15
"520";"telegrama";"Embaixada em  PEQUIM";"BIE. Exposição Internacional  2010. Candidatura da China. Resposta à solicitação de  comentários.";2002-05-16
"535";"telegrama";"Embaixada em  PEQUIM";"Ásia. Reunião de embaixadores  em Tóquio. Subsídios. ASEAN+3.
ASEAN+1.";2002-05-17
"534";"telegrama";"Embaixada em  PEQUIM";"Segurança da informação.  \"Varredura\" do sistema  telefônico.";2002-05-17
"1153";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.   Mecanismo  de  Consultas. II reunião.";2002-05-17
"1159";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.        Relações  hemisféricas.  Conversa  no Departamento de Defesa.";2002-05-20
"1168";"telegrama";"Embaixada em  WASHINGTON";"EUA.    Política   interna.  Imprensa.  Discussão  sobre o  que Bush
sabia antes de 11/9.";2002-05-20
"1163";"telegrama";"Embaixada em  WASHINGTON";"EUA-Brasil. Agricultura. OMC.  Soja. Possível Questionamento  dos Subsídios    Norte-  americanos.";2002-05-20
"1172";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.  Venda  de aviões  militares. F-16.   Possíveis  contatos
telefônicos.";2002-05-21
"520";"despacho telegráfico";"Embaixada em  WASHINGTON";"PROPRIEDADE INTELECTUAL.  MECANISMO DE CONSULTA  BRASIL- EUA. SEGUNDA REUNIÃO.  ANVISA. ANUÊNCIA PRÉVIA.";2002-05-22
"1177";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Política externa. Crise  na Argentina. Possível ajuste  de
posição.";2002-05-22
"1178";"telegrama";"Embaixada em  WASHINGTON";"Política  Externa.  Oriente  Médio.  Os  EUA  se  engajam.  Anúncio
da ida do Secretário  de Estado à região.";2002-05-22
"1187";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.   Críticas   de  autoridades     brasileiras.  Pedido de
gestão.";2002-05-23
"1192";"telegrama";"Embaixada em  WASHINGTON";"OMC.GATS.Legislação brasileira  sobre imposto de renda. Países
com regimes de tributação  fa-  vorecida. Consulta informal do Panamá.";2002-05-23
"1199";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA. Política comercial  II  Reunião  do  Mecanismo  de Consultas. OMC. Relato.";2002-05-24
"1202";"telegrama";"Embaixada em  WASHINGTON";"EUA.    Política   externa.  Possibilidade  de ação armada  contra o
Iraque. Resistências  no Pentágono.";2002-05-24
"1145";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.        Política  comercial.   Mecanismo   de  Consultas.
II  Reunião. Café  da   manhã   SGIE-Allgeier.  Preocupação do USTR.";2002-05-28
"1218";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.  Direção-Geral da  OPAQ.    Gestão  no  DOS.  Entrega
de Non Paper.";2002-05-28
"1214";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.        Política  comercial.  II  Reunião  do  Mecanismo de   Consultas.  Propriedade     Intelectual.  Relato.";2002-05-29
"1236";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.  Certificação  de  aeronaves. Contatos entre CTA  e FAA. Avaliação da FAA.";2002-05-30
"1234";"telegrama";"Embaixada em  WASHINGTON";"Uruguai. ACE-2. Prorrogação.  Setor automotivo.";2002-05-30
"605";"TEL";"PEQUIM (E)";"China. Política agrícola. Críticas oficiais ao plantio de algodão GM. Implicações para a soja brasileira.";2002-04-06
"1272";"TEL";"WASHINGTON (E)";"EUA. Política externa. Discurso do Presidente Bush em West Point.";2002-04-06
"623";"TEL";"PEQUIM (E)";"Política Interna. China. 13º aniversário da repressão dos protestos pela democracia da Praça da Paz Celestial.";2002-05-06
"1276";"TEL";"WASHINGTON (E)";"EUA. Política externa. Paraguai. Convocação do Departamento de Estado";2002-05-06
"1307";"TEL";"WASHINGTON (E)";"EUA. Política externa. Paraguai. Convocação do Departamento de Estado";2002-06-06
"1316";"TEL";"WASHINGTON (E)";"Política externa. EUA-Cuba. Desenvolvimentos recentes. Conversa com o Chefe da Seção de Interesses Cubanos.";2002-07-06
"648";"TEL";"PEQUIM (E)";"China. Economia. Tendência deflacionária. Medidas do BC.";2002-11-06
"650";"TEL";"PEQUIM (E)";"Política interna. China. Forças Armadas. Promoção de sete novos generais.";2002-11-06
"1354";"TEL";"WASHINGTON (E)";"Agricultura. Ajuda Alimentar. FAO. CSSD. 442a. Sessão. Relato.";2002-12-06
"1357";"TEL";"WASHINGTON (E)";"Brasil-EUA. Visita do Secretário de Estado Asistente.";2002-12-06
"1349";"TEL";"WASHINGTON (E)";"Brasil-EUA. Visita dos Deputados Kandir e Mercadante a Washington. Temas políticos.";2002-12-06
"1355";"TEL";"WASHINGTON (E)";"Cuba. Seminário promovido pelo Inter-American Dialogue. Cuba e o Hemisfério Ocidental. Participação do Embaixador Rubens Barbosa.";2002-12-06
"1365";"TEL";"WASHINGTON (E)";"EUA. Conflito no Oriente Médio. Anúncio de encontro do Presidente George W. Bush com o Ministro das Relações Exteriores saudita.";2002-12-06
"1366";"TEL";"WASHINGTON (E)";"Brasil-EUA. Visita dos Deputados Kandir e Mercadante a Washington. Temas comerciais.";2002-06-13
"1372";"TEL";"WASHINGTON (E)";"EUA. Argentina. Visita do ExPresidente Carlos Menem aos EUA. Encontros em Washington";2002-06-13
"1373";"TEL";"WASHINGTON (E)";"Política externa. EUAArgentina. Visita do exPresidente Carlos Menem. Apresentação no CSIS.";2002-06-13
"1370";"TEL";"WASHINGTON (E)";"Política externa. Relações hemisféricas. Segurança e defesa.";2002-06-13
"1378";"TEL";"WASHINGTON (E)";"Propriedade Intelectual. Indú tria Fonográfica Combate à Pir taria. Audiência ao Vic Presidente da RIAA.";2002-06-13
"1399";"TEL";"WASHINGTON (E)";"Meio Ambiente. Mogno. Retenção de carregamentos. Gestões do Senador Trent Lott.";2002-06-14
"600";"DET";"WASHINGTON (E)";"Brasil-EUA. Visita do Secretário de Estado Assistente Otto Reich.";2002-06-17
"1422";"TEL";"WASHINGTON (E)";"EUA. Imprensa. Iraque. Plano de deposição de Saddam Hussein.";2002-06-18
"676";"TEL";"PEQUIM (E)";"China. Refugiados nortecoreanos. Embaixada da Coréia do Sul. Intervenção da polícia chinesa, com violencia fisica.";2002-06-19
"675";"TEL";"PEQUIM (E)";"Direitos Humanos. China. Situação das prisões no Tibete.";2002-06-19
"678";"TEL";"PEQUIM (E)";"Pedidos de asilo norte-coreano";2002-06-19
"1433";"TEL";"WASHINGTON (E)";"EUA. Pesquisas de opinião sobre governo e instituições norte-americanas. Estratégias para eleições parlamentares de outubro.";2002-06-19
"1436";"TEL";"WASHINGTON (E)";"EUA. Política para Angola. Reunião com Subsecretário do DOS.";2002-06-19
"1444";"TEL";"WASHINGTON (E)";"Não Proliferação. Brasil/EUA. Exportação de substância controlada. Propyleneimine. ICN Pharmaceuticals Inc.";2002-06-20
"1460";"TEL";"WASHINGTON (E)";"Eleições brasileiras. Visita a Washington do representante do pré-candidato à Presidência da República, Anthony Garotinho.";2002-06-21
"1461";"TEL";"WASHINGTON (E)";"EUA. Política externa. Relações com a Índia e o Paquistão. Questão da Caxemira. Contato com o Departamento de Estado.";2002-06-21
