"no";"tipo";"de_para";"resumo";"data"
"2116";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. DROGAS ILEGAIS E CRIMES  CONEXOS. LEGISLACAO SOBRE TIRO DE
DESTRUICAO.";1998-12-17
"2117";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO. BRASIL-EUA. EMBAIXADOR  BRIAN ATWOOD. ANUNCIO DA
INDICACAO.";1998-12-17
"2112";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO. BRASIL-EUA.EMBAIXADOR  BRIAN ATWOOD. AGREMENT.";1998-12-17
"3565";"telegrama";"Escritório Financeiro em Nova York";"SEGRUPEX. DOTACAO COM. SALDO.  INSCRICAO EM ''REA''.";1998-12-21
"2137";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO. BRASIL-EUA. EMBAIXADOR  BRIAN ATWOOD. ANUNCIO DA
INDICACAO.";1998-12-23
"3630";"telegrama";"Escritório Financeiro em Nova York";"EXECUCAO FINANCEIRA. INFORMACAO DA  DESPESA. PAGAMENTO EFETUADO.";1998-12-24
"3685";"telegrama";"Escritório Financeiro em Nova York";"EXECUCAO FINANCEIRA. INFORMACAO DA  DESPESA. PAGAMENTO EFETUADO.";1998-12-28
"3716";"telegrama";"Escritório Financeiro em Nova York";"EXECUCAO FINANCEIRA. INFORMACAO DA  DESPESA. RECOLHIMENTO. ACERTO
CONTABIL. MUDANCA DE ELEMENTO.";1998-12-30
"3745";"telegrama";"Escritório Financeiro em Nova York";"ADMINISTRACAO. PESSOAL. EXECUCAO.  FINANCEIRA. FOLHA DE PAGAMENTOS NO  EXTERIOR. DEZEMBRO/98. 70 (PORCENTO)  AUTORIZACAO DE DESPESA
PARA CONTROLE  DO SISTEMA CONTABIL.";1998-12-31
"3737";"telegrama";"Escritório Financeiro em Nova York";"EXECUCAO FINANCEIRA. INFORMACAO DA  DESPESA. PAGAMENTO EFETUADO.";1998-12-31
"3736";"telegrama";"Escritório Financeiro em Nova York";"EXECUCAO FINANCEIRA. INFORMACAO DA  DESPESA. PAGAMENTO EFETUADO.";1998-12-31
"3743";"telegrama";"Escritório Financeiro em Nova York";"EXECUCAO FINANCEIRA. INFORMACAO DA  DESPESA. SALDOS E MOVIMENTO NO
PERIODO. (FONTE 130).";1998-12-31
"3741";"telegrama";"Escritório Financeiro em Nova York";"EXECUCAO FINANCEIRA. INFORMACAO DA  DESPESA. SALDOS E MOVIMENTO NO
PERIODO. (FONTE 143).";1998-12-31
"3742";"telegrama";"Escritório Financeiro em Nova York";"EXECUCAO FINANCEIRA. INFORMACAO DA  DESPESA. SALDOS E MOVIMENTO NO
PERIODO. (FONTE 144).";1998-12-31
"3744";"telegrama";"Escritório Financeiro em Nova York";"EXECUCAO FINANCEIRA. INFORMACAO DA  DESPESA. SALDOS E MOVIMENTO NO
PERIODO. (FONTE 199).";1998-12-31
"20";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. DROGAS ILEGAIS E CRIMES  CONEXOS. LEGISLACAO SOBRE TIRO
DE  DESTRUICAO. CARTA DE ALBRIGHT.";1999-01-05
"27";"telegrama";"Embaixada em  WASHINGTON";"EUA-COLOMBIA. PROCESSO DE PAZ.  RENIAO ENTRE DIPLOMATA DO DOS E
REPRESENTANTES DA FARC NA COSTA  RICA.";1999-01-06
"7";"despacho telegráfico";"Embaixada em  WASHINGTON";"PROTOCOLO. BRASIL-MALAUI.  EMBAIXADOR WILLIE CHOKANI.
APRESENTACAO DE CREDENCIAIS.  PROPOSTA DE DATA.";1999-01-06
"10";"telegrama";"Consulado em NOVA YORK";"SOLUCAO POSSIVEL. INSTALACOES  FISICAS DO CONSULADO-GERAL.";1999-01-06
"14";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-EUA. DROGAS ILEGAIS  ET  CRIMES CONEXOS. LEGISLACAO SO-  BRE
TIRO DE DESTRUICAO.  CARTA  DE ALBRIGHT.";1999-01-07
"23";"despacho telegráfico";"Embaixada em  WASHINGTON";"PROTOCOLO.  BRASIL-CHIPRE.  EMBAIXADORA ERATO KOZAKOU-
MARCOULLIS. CONCESSAO  DE  'AGREMENT'.";1999-01-11
"24";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL/ESTADOS UNIDOS.COOPERA-  CAO JUDICIARIA. VENDA DE MATE-  RIAIS
DE EMPREGO MILITAR.";1999-01-11
"1833";"despacho telegráfico";"Embaixada em  WASHINGTON";"PROTOCOLO. BRASIL-CHIPRE.
PEDIDO DE ''AGREMENT''.";1999-01-13
"47";"telegrama";"Embaixada em  WASHINGTON";"ESTADOS UNIDOS-ARGENTINA. RELACOES  POLITICAS. VISITA DE ESTADO DO
PRESIDENTE MENEM.";1999-01-14
"57";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-RFA.SITUACAO FINANCEIRA  BRASILEIRA. POSICAO DO GOVERNO
ALEMAO.";1999-01-18
"33";"telegrama";"Embaixada em  WASHINGTON";"BRASIL. SITUACAO  ECONOMICO-FINANCEIRA. MORATORIA DE  MINAS GERAIS.
REPERCUSSAO NOS  ESTADOS UNIDOS.";1999-01-20
"75";"telegrama";"Embaixada em  WASHINGTON";"ESTADOS UNIDOS. DROGAS ILEGAIS.  ''DRUG FREE CENTURY ACT''.  INICIATIVA
REPUBLICANA. SECAO SOBRE  O BRASIL.";1999-01-21
"98";"telegrama";"Embaixada em  WASHINGTON";"COMUNICACOES. DISCOS DO SISTEMA  TEKA. ESTOQUE.";1999-01-25
"103";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. COOPERACAO JUDICIARIA.  VENDA DE MATERIAIS DE EMPREGO
MILITAR.";1999-01-26
"102";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. PRISAO PREVENTIVA PARA  FINS DE EXTRADICAO.";1999-01-26
"112";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. MLAT. COOPERACAO  JUDICIARIA.";1999-01-27
"125";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. PROGRAMA ESPACIAL  BRASILEIRO. RESTRICOES  NORTE-
AMERICANAS.";1999-01-28
"129";"telegrama";"Embaixada em  WASHINGTON";"CRIME ORGANIZADO. COOPERACAO  BRASIL-EUA. PRIMEIRA REUNIAO DO
MECANISMO DE CONSULTA. TIRO DE  DESTRUICAO.";1999-01-29
"136";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO. BRASIL-CHIPRE.  EMBAIXADORA ERATO  KOZAKOU-MARCOULLIS.";1999-02-01
"119";"despacho telegráfico";"Embaixada em  WASHINGTON";"AMEACA DE ATENTADO TERRORISTA  A ESTA DA EMBAIXADA E  RESPECTIVOS
FUNCIONARIOS.";1999-02-02
"120";"despacho telegráfico";"Embaixada em  WASHINGTON";"AMEACA DE ATENTADO TERRORISTA  A ESTA EMBAIXADA E REPECTIVOS
FUNCIANARIOS.";1999-02-02
"117";"despacho telegráfico";"Embaixada em  WASHINGTON";"AMEACA DE ATENTADO TERRORISTA  A ESTA EMBAIXADA E RESPECTIVOS
FUNCIONARIOS.";1999-02-02
"118";"despacho telegráfico";"Embaixada em  WASHINGTON";"HIPOTESE DE ATENTADO AA  EMBAIXADA";1999-02-02
"159";"telegrama";"Embaixada em  WASHINGTON";"URUGUAI. TERRORISMO. DETENCAO DE  CIDADAO EGIPCIO. VISAO DO DOS.";1999-02-04
"163";"telegrama";"Embaixada em  WASHINGTON";"PROCESSO DE PAZ EQUADOR-PERU.  REUNIAO DE APOIO FINANCEIRO AOS PROJETOS DE INTEGRACAO FRONTEIRICA.";1999-02-05
"166";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO. BRASIL-TANZANIA.  CONCESSAO DE AGREMENT.";1999-02-05
"85";"despacho telegráfico";"Embaixada em  PEQUIM";"BRASIL-CHINA. VISITA AO  BRASIL DO DALAI LAMA.";1999-02-09
"211";"telegrama";"Embaixada em  WASHINGTON";"PARAGUAI. SITUACAO POLITICA INTERNA.  VISAO DO CSN E DO DOS.";1999-02-10
"48";"telegrama";"Consulado em CHICAGO";"TRIPLICE FRONTEIRA. TROCA DE  INFORMACOES SOBRE VISTOS.  CONSULTA DA
ARGENTINA.";1999-02-10
"154";"despacho telegráfico";"Embaixada em  WASHINGTON";"PARAGUAI. CRISE POLITICA. EUA.  ATUACAO DA EMBAIXADORA NORTE-
AMERICANA EM ASSUNCAO. GESTAO  BRASILEIRA.";1999-02-11
"159";"despacho telegráfico";"Embaixada em  WASHINGTON";"RETRANSMISSAO.";1999-02-11
"229";"telegrama";"Embaixada em  WASHINGTON";"URUGUAI. TERRORISMO. DETENCAO DE  CIDADAO EGIPCIO. CONVERSA COM
FONTE  DO DOS.";1999-02-12
"168";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-EUA.COOPERACAO JUDICIA-  RIA.VENDA DE MATERIAL DE EMPRE  GO
MILITAR.";1999-02-17
"277";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. COOPERACAO JUDICIARIA.  VENDA DE MATERIAIS DE EMPREGO
MILITAR.";1999-02-25
"318";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. DROGAS ILEGAIS E CRIMES  CONEXOS. LEGISLACAO SOBRE TIRO
DE  DESTRUICAO.";1999-03-04
"139";"despacho telegráfico";"Embaixada em  PEQUIM";"BRASIL-CHINA.  VISITA AO BRASIL DO DALAI  LAMA.";1999-03-04
"327";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. DROGAS ILEGAIS E CRIMES  CONEXOS. LEGISLACAO SOBRE TIRO
DE  DESTRUICAO.";1999-03-05
"330";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. PRISAO PREVENTIVA PARA  FINS DE EXTRADICAO.";1999-03-05
"238";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-EUA. VISITA DO SENHOR  MINISTRO DE ESTADO A  WASHINGTON. TEMARIO. RESTRI-  COES AO PROGRAMA ESPACIAL  BRASILEIRO.";1999-03-05
"334";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. DROGAS ILEGAIS E CRIMES  CONEXOS. LEGISLACAO SOBRE TIRO
DE  DESTRUICAO.";1999-03-06
"239";"despacho telegráfico";"Embaixada em  WASHINGTON";"EXTRADICAO. EUA/BRASIL.";1999-03-08
"342";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. VISITA DO SENHOR  MINISTRO DE ESTADO A WASHINGTON.
TEMARIO. TIRO DE DESTRUICAO.";1999-03-09
"254";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-EUA. COOPERACAO  JUDICIARIA. VENDA DE MATERIAL  DE EMPREGO
MILITAR.";1999-03-09
"364";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. VISITA DO SENHOR  MINISTRO DE ESTADO A WASHINGTON. TEMARIO. COMERCIALIZACAO DA BASE DE  ALCANTARA. RESTRICOES  NORTE-
AMERICANAS.";1999-03-10
"377";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. VISITA DO SENHOR  MINISTRO DE ESTADO A WASHINGTON.
TEMARIO. TIRO DE DESTRUICAO.";1999-03-12
"401";"telegrama";"Embaixada em  WASHINGTON";"ESTADOS UNIDOS-PARAGUAI. RELACOES  POLITICAS. RUMORES SOBRE EXTRADICAO  DE OLIEDO E VISITA DO CHEFE DO  COMANDO SUL.";1999-03-17
"417";"telegrama";"Embaixada em  WASHINGTON";"EQUADOR. SITUACAO INTERNA. VISAO DOS  EUA.";1999-03-18
"10005";"telegrama";"Embaixada em  WASHINGTON";"RELACOES BRASIL-EUA. ENCONTRO DO  MINISTRO DE ESTADO COM
MADELEINE  ALBRIGHT.";1999-03-18
"307";"despacho telegráfico";"Embaixada em  WASHINGTON";"ARGENTINA-PARAGUAI.CRISE POLI-  TICA NO PARAGUAI.AVALIACAO DO
GOVERNO ARGENTINO.";1999-03-19
"430";"telegrama";"Embaixada em  WASHINGTON";"PARAGUAI. SITUACAO INTERNA.  ASSASSINIO DE ARGANA. CONVERSA COM
FONTE DO CSN.";1999-03-23
"314";"despacho telegráfico";"Embaixada em  WASHINGTON";"BOLIVIA-EUA. PRESENCA MILITAR  NORTE-AMERICANA. PEDIDO DE
INSTALACAO DE BASES.";1999-03-23
"448";"telegrama";"Embaixada em  WASHINGTON";"COMUNICACOES. RECEBIMENTO DE  DISQUETES.";1999-03-25
"438";"telegrama";"Embaixada em  WASHINGTON";"PARAGUAI. SITUACAO INTERNA. CONVERSA  COM FONTE DO CSN.";1999-03-25
"447";"telegrama";"Embaixada em  WASHINGTON";"PARAGUAI. SITUACAO INTERNA. CONVERSA  COM FONTE DO CSN.";1999-03-25
"329";"despacho telegráfico";"Embaixada em  WASHINGTON";"PRISAO PREVENTIVA PARA FINS DE  EXTRADICAO. EUA/BRASIL.";1999-03-25
"452";"telegrama";"Embaixada em  WASHINGTON";"PARAGUAI. SITUACAO INTERNA. CONVERSA  COM FONTE DO CSN.";1999-03-26
"471";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. COOPERACAO JUDICIARIA.  VENDA DE MATERIAL DE EMPREGO
MILITAR.";1999-03-30
"464";"telegrama";"Embaixada em  WASHINGTON";"COMUNICACOES. DISCOS DO SISTEMA  TEKA. ESTOQUE.";1999-03-30
"249";"telegrama";"Embaixada em  PEQUIM";"COMUNICACOES. PEQUIM. ACUSAO DE RECEBIMENTO DE DISQUETES.";1999-04-05
"493";"telegrama";"Embaixada em  WASHINGTON";"PRISAO PREVENTIVA PARA FINS DE  EXTRADICAO. BRASIL/EUA.";1999-04-07
"229";"despacho telegráfico";"Embaixada em  PEQUIM";"BRASIL-CHINA.  VISITA AO BRASIL DO DALAI  LAMA.";1999-04-07
"239";"despacho telegráfico";"Embaixada em  PEQUIM";"BRASIL-CHINA.  VISITA AO BRASIL DO DALAI  LAMA.";1999-04-09
"524";"telegrama";"Embaixada em  WASHINGTON";"EUA-BRASIL. PRISAO PREVENTIVA PARA  FINS DE EXTRADICAO.";1999-04-15
"448";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-SUDAO. VISITA DO MINIS-  TRO DAS RELACOES EXTERIORES  AO BRASIL.";1999-04-16
"528";"telegrama";"Embaixada em  WASHINGTON";"COLOMBIA, EQUADOR, PARAGUAI E  VENEZUELA. CONVERSA COM FONTE DO
CSN.";1999-04-20
"523";"telegrama";"Embaixada em  WASHINGTON";"COMUNICACOES. DISCOS DO SISTEMA  TEKA. REPOSICAO DE ESTOQUE.";1999-04-21
"379";"telegrama";"Consulado em NOVA YORK";"ADMINISTRACAO. EXECUCAO  ORCAMENTARIO-  FINANCEIRA. PESSOAL. REDIMENSIONA-  MENTO DE DESPESAS.";1999-04-21
"387";"telegrama";"Consulado em NOVA YORK";"VISITA DO PRESIDENTE DA REPUBLICA  A NOVA YORK.";1999-04-22
"382";"telegrama";"Consulado em NOVA YORK";"VISITA DO PRESIDENTE DA REPUBLICA A  NOVA YORK.";1999-04-22
"380";"telegrama";"Consulado em NOVA YORK";"VISITA DO PRESIDENTE DA REPUBLICA A  NOVA YORK.";1999-04-22
"555";"telegrama";"Embaixada em  WASHINGTON";"EUA-BRASIL. EXTRADICAO.";1999-04-26
"399";"telegrama";"Consulado em NOVA YORK";"ADMINISTRACAO. EXECUCAO  ORCAMENTARIO-FINANCEIRA. PESSOAL.
REDIMENSIONAMENTO DE DESPESAS.";1999-04-26
"335";"despacho telegráfico";"Consulado em NOVA YORK";"ADMINISTRACAO. PESSOAL. REDI-  MENSIONAMENTO DE DESPESAS.";1999-04-26
"402";"telegrama";"Consulado em NOVA YORK";"ADMINISTRACAO. PESSOAL.  REDIMENSIONAMENTO DE DESPESAS.";1999-04-27
"403";"telegrama";"Consulado em NOVA YORK";"ADMINISTRACAO. PESSOAL.  REDIMENSIONAMENTO DE DESPESAS.
CONTRATOS DE TRABALHO.";1999-04-27
"400";"telegrama";"Consulado em NOVA YORK";"JANTAR E PALESTRA DO PRESIDENTE  DA REPUBLICA EM NOVA YORK.";1999-04-27
"501";"despacho telegráfico";"Embaixada em  WASHINGTON";"EXTRADICAO. EUA/BRASIL.";1999-04-27
"573";"telegrama";"Embaixada em  WASHINGTON";"CONSULTORIA JURIDICA. ''ARNOLD AND  PORTER''.";1999-04-28
"562";"telegrama";"Embaixada em  WASHINGTON";"PRIVILEGIOS E IMUNIDADES.  BRASIL-EUA. IMOVEIS. NOTA  NORTE-
AMERICANA.";1999-04-28
"612";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. RELACOES POLITICAS.  EMBAIXADOR NORTE-AMERICANO. PROCESSO  DE CONFIRMACAO. EVENTUAIS PROBLEMAS  COM O SENADOR
HELMS.";1999-04-30
"615";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. VISITA DO SENHOR  PRESIDENTE DA REPUBLICA. SUBSIDIOS. COMERCIALIZACAO DA BASE DE  ALCANTARA. RESTRICOES  NORTE-
AMERICANAS.";1999-04-30
"604";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. VISITA DO SENHOR  PRESIDENTE DA REPUBLICA. SUBSIDIOS.
DROGAS ILEGAIS.";1999-04-30
"610";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. VISITA DO SENHOR  PRESIDENTE DA REPUBLICA. SUBSIDIOS.
TERRORISMO.";1999-04-30
"419";"telegrama";"Consulado em NOVA YORK";"ADMINISTRACAO. PESSOAL.  REDIMENSIONAMENTO.";1999-04-30
"421";"telegrama";"Consulado em NOVA YORK";"VISITA DO SENHOR PRESIDENTE DA  REPUBLICA A NOVA YORK. SEGURANCA  E
DESEMBARQUE.";1999-05-03
"529";"despacho telegráfico";"Embaixada em  WASHINGTON";"CONSULTORIA JURIDICA. ''ARNOLD  AND PORTER''.";1999-05-03
"629";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. RELACOES POLITICAS.  DROGAS ILEGAIS E CRIMES CONEXOS.
DECLARACOES DE AUTORIDADES  BRASILEIRAS.";1999-05-04
"426";"telegrama";"Consulado em NOVA YORK";"JANTAR E PALESTRA DO PRESIDENTE DA  REPUBLICA EM NOVA YORK. AQUISICAO  DE MESA PARA CONVIDADOS DO CONSULADO  GERAL.
SOLICITACAO DE RECURSOS.";1999-05-04
"636";"telegrama";"Embaixada em  WASHINGTON";"CONSULTORIA JURIDICA. ''ARNOLD AND  PORTER''.";1999-05-05
"640";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. RELACOES POLITICAS.  DROGAS ILEGAIS E CRIMES CONEXOS.
DECLARACOES DE AUTORIDADES  BRASILEIRAS.";1999-05-06
"643";"telegrama";"Embaixada em  WASHINGTON";"CPI. CONTRATO DE COMPRA DE IMOVEL.
INFORMACOES.";1999-05-06
"557";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-EUA.RELACOES POLITICAS.  DROGAS. DECLARACOES DE AUTORI-
DADES BRASILEIRAS.";1999-05-06
"650";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. VISITA DO SENHOR  PRESIDENTE DA REPUBLICA A  WASHINGTON. SUBSIDIOS.  COMERCIALIZACAO DA BASE DE  ALCANTARA. RESTRICOES  NORTE-
AMERICANAS.";1999-05-07
"397";"despacho telegráfico";"Consulado em NOVA YORK";"ADMINISTRACAO. DOTACAO NR.  VISITA PRESIDENCIAL. RECEPCAO. LIBERACAO DE RECURSOS.";1999-05-07
"607";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-EUA. TEMAS RELACIONADOS  A NARCOTRAFICO. VISITA DO  GE-  NERAL
MCCAFFREY.";1999-05-14
"693";"telegrama";"Embaixada em  WASHINGTON";"RELACOES BRASIL-EUA. ESPACO  EXTERIOR.COMERCIALIZACAO DA BASE DE
LANCAMENTOS DE ALCANTARA.";1999-05-18
"480";"telegrama";"Consulado em NOVA YORK";"ADMINISTRACAO. DOTACAO NR.  VISITA PRESIDENCIAL. RECEPCAO. SOLICITACAO DE RECURSOS.";1999-05-18
"631";"despacho telegráfico";"Embaixada em  WASHINGTON";"PROTOCOLO.BRASIL-TANZANIA.  EMBAIXADOR MUSTAFA SALIM  NYANG'ANYI.
CONCESSAO DE  AGREMENT.";1999-05-20
"489";"telegrama";"Consulado em NOVA YORK";"ADMINISTRACAO. EXECUCAO  ORCAMENTARIO-FINANCEIRA.  PESSOAL.
REDIMENSIONAMENTO  DE DESPESAS.";1999-05-20
"659";"despacho telegráfico";"Embaixada em  WASHINGTON";"RELACOES BRASIL-EUA. ESPACO  EXTERIOR. CMERCIALIZACAO DA  BASE DE
LANCAMENTOS DE ALCANTA  RA.";1999-05-24
"734";"telegrama";"Embaixada em  WASHINGTON";"ARGENTINA. POLITICA EXTERNA.  MALVINAS. VISAO DO DOS.";1999-05-25
"745";"telegrama";"Embaixada em  WASHINGTON";"RELACOES BRASIL-EUA. ESPACO EXTERIOR  COMERCIALIZACAO DA BASE DE
LANCAMENTO DE ALCANTARA.";1999-05-26
"506";"telegrama";"Consulado em NOVA YORK";"ADMINISTRACAO. DOTACAO NR.  VISITA PRESIDENCIAL.  SOLICITACAO DE RECURSOS.";1999-05-26
"474";"despacho telegráfico";"Consulado em NOVA YORK";"ADMINISTRACAO. PESSOAL.  REDIMENSIONAMENTO DE DESPESAS.";1999-05-26
"750";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. COMERCIALIZACAO DO  CENTRO DE LANCAMENTOS DE
ALCANTARA.  RESTRICOES NORTE-AMERICANAS. MISSAO  DO MEPE.";1999-05-28
"398";"telegrama";"Embaixada em PEQUIM";"FRAUDE EM PASSAPORTES. ALEGACAO DE NACIONALIDADE BRASILEIRA.";1999-06-02
"780";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. EXTRADICAO.";1999-06-03
"779";"telegrama";"Embaixada em WASHINGTON";"FRAUDE DE PASSAPORTES. ALEGACAO DE  NACIONALIDADE BRASILEIRA.";1999-06-03
"785";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. COMERCIALIZACAO DO  CENTRO DE LANCAMENTOS DE ALCANTARA.  RESTRICOES NORTE-AMERICANAS. MISSAO  DO MEPE.";1999-06-04
"721";"despacho telegráfico";"Embaixada em WASHINGTON";"ESPACO. BRASIL-EUA. COMERCIALI  ZACAO DO CENTRO DE LANCAMENTOS  DE ALCANTARA. RESTRICOES NORTE  AMERICANAS.
MISSAO DO MEPE.";1999-06-07
"814";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. COMERCIALIZACAO DO  CENTRO DE LANCAMENTOS DE ALCANTARA.  RESTRICOES NORTE-AMERICANAS. MISSAO  DO MEPE.";1999-06-08
"816";"telegrama";"Embaixada em WASHINGTON";"COMUNICACOES. DISCOS DO SISTEMA  TEKA. ESTOQUE.";1999-06-09
"872";"telegrama";"Embaixada em WASHINGTON";"BRASIL-ESTADOS UNIDOS. RELACOES  POLITICAS. ENTREVISTA COM O
EMBAIXADOR PETER ROMERO.";1999-06-17
"780";"despacho telegráfico";"Embaixada em WASHINGTON";"COMUNICACOES. REMESSA DE KS.";1999-06-17
"885";"telegrama";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO DE  LANCAMENTOS DE ALCANTARA. RESTRICOES  NORTE-AMERICANAS. MISSAO DO MEPE.  ENCONTRO NO
DEPARTAMENTO DE ESTADO.";1999-06-18
"886";"telegrama";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO DE  LANCAMENTOS DE ALCANTARA. RESTRICOES  NORTE-AMERICANAS. MISSAO DO MEPE.  ENCONTROS
NA CASA BRANCA.";1999-06-18
"812";"despacho telegráfico";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO DE  LANCAMENTOS DE ALCANTARA. RES-  TRICOES NORTE-AMERICANAS.  EN-  CONTRO NA CASA
BRANCA.ARGENTI-  NA.";1999-06-21
"887";"telegrama";"Embaixada em WASHINGTON";"PROTOCOLO. BRASIL-LESOTO. CONCESSAO  DE AGREMENT.";1999-06-21
"897";"telegrama";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO DE  LANCAMENTOS DE ALCANTARA. RESTRICOES  NORTE-AMERICANAS. MISSAO DO MEPE.  ENCONTROS
NA CASA BRANCA. ARGENTINA.";1999-06-22
"919";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. DROGAS ILEGAIS.  DECLARACOES DO SENAD. REACAO DO
DEPARTAMENTO DE ESTADO.";1999-06-24
"921";"telegrama";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO DE  LANCAMENTOS DE ALCANTARA.
ENCONTRO  COM GERARD GALLUCCI.";1999-06-25
"954";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. COMERCIALIZACAO DA BASE  DE ALCANTARA. RESTRICOES NORTE-  AMERICANAS. GRUPO DE ESPECIALISTAS  NORTE- AMERICANOS. INICIO DOS  TRABALHOS. VISITA DE REPRESENTANTE
DA TRW.";1999-06-29
"974";"telegrama";"Embaixada em WASHINGTON";"EUA-BRASIL. INDICACAO DO ALMIRANTE  J. PAUL REASON PARA A
EMBAIXADA NO  BRASIL. COMUNICADO INFORMAL.";1999-07-01
