"no";"tipo";"de_para";"resumo";"data"
"1158";"telegrama";"Embaixada em  WASHINGTON";"VISOF.  LCC.  \"PROCURADO  PARA EXTRADIÇAO A  PEDIDO  DA  JUSTIÇA  DE
OUTRO  PAIS\". MISSÃO DO FAA.";2001-05-02
"1165";"telegrama";"Embaixada em  WASHINGTON";"VISOF. CHEGADA.MISSÃO DO FAA.";2001-05-03
"251";"despacho telegráfico";"Min. da Agric. Abastecimento";"Brasil-UE. \"BSE\". Avaliação de  risco sobre o Brasil. \"Draft  report\" do Comitê Científico
Diretor. Reunião na Comissão.  Resultados.";2000-11-30
"89";"despacho telegráfico";"Min. da Agric. Abastecimento";"Carne bovina. BSE. Missão de  técnicos dos países do NAFTA.  Comentário sobre relatório dos
EUA.";2001-02-13
"251";"despacho telegráfico";"Min. da Agric., Pec. e Abast.";"Brasil-UE. \"BSE\". Avaliação de  risco sobre o Brasil. \"Draft  report\" do Comitê Científico
Diretor. Reunião na Comissão.  Resultados.";2000-11-30
"89";"despacho telegráfico";"Min. da Agric., Pec. e Abast.";"Carne bovina. BSE. Missão de  técnicos dos países do NAFTA.  Comentário sobre relatório dos
EUA.";2001-02-13
"109";"despacho telegráfico";"Min. da Ciên. e Tecnologia";"Desarmamento. OPAQ. VI  Conferência. Resultados.";2001-05-21
"43";"despacho telegráfico";"Min. da Ciên. e Tecnologia";"Meio ambiente. UE. Mudança do  clima. VI COP.";2001-03-20
"73";"despacho telegráfico";"Min. da Ciên. e Tecnologia";"MTCR. REUNIÃO DO PONTO DE  CONTATO REFORÇADO. RELATÓRIO.";2001-04-06
"71";"despacho telegráfico";"Min. da Ciên. e Tecnologia";"MTCR. REUNIÃO DO PONTO DE  CONTATO REFORÇADO. RELATÓRIO.";2001-04-06
"64";"despacho telegráfico";"Min. da Ciên. e Tecnologia";"MTCR. Reunião do Ponto de  Contato Reforçado. Relatório.";2001-04-04
"109";"despacho telegráfico";"Min. da Ciên., Tec. e Inovação";"Desarmamento. OPAQ. VI  Conferência. Resultados.";2001-05-21
"43";"despacho telegráfico";"Min. da Ciên., Tec. e Inovação";"Meio ambiente. UE. Mudança do  clima. VI COP.";2001-03-20
"73";"despacho telegráfico";"Min. da Ciên., Tec. e Inovação";"MTCR. REUNIÃO DO PONTO DE  CONTATO REFORÇADO. RELATÓRIO.";2001-04-06
"64";"despacho telegráfico";"Min. da Ciên., Tec. e Inovação";"MTCR. Reunião do Ponto de  Contato Reforçado. Relatório.";2001-04-04
"71";"despacho telegráfico";"Min. da Ciên., Tec. e Inovação";"MTCR. REUNIÃO DO PONTO DE  CONTATO REFORÇADO. RELATÓRIO.";2001-04-06
"114";"despacho telegráfico";"Min. da Fazenda";"ALCA. Comitê Conjunto de  Peritos do Governo e do Setor  Privado sobre Comércio  Eletrônico.
Sexta e Sétima  reuniões. Relatórios.";2000-07-28
"358";"despacho telegráfico";"Min. do Des. Ind. e Com. Ext.";"ALCA. Grupo de Negociação  sobre Solução de  Controvérsias. IX Reunião.  Relatório.";2000-10-17
"205";"despacho telegráfico";"Min. do Des. Ind. e Com. Ext.";"ALCA. Grupo de Negociação  sobre Solução de  Controvérsias. VII Reunião.  Relatório.";2000-06-23
"43";"despacho telegráfico";"Min. do Meio Ambiente";"Meio ambiente. Reunião  Ministerial de Montreal.  Projeto de Comunicado  Conjunto.
Propostas  brasileiras. Esclarecimento.";2001-03-23
"37";"despacho telegráfico";"Min. do Meio Ambiente";"Meio ambiente. UE. Mudança do  clima. VI COP.";2001-03-20
"9";"despacho telegráfico";"PRESIDÊNCIA DA REPÚBLICA";"MTCR. REUNIÃO DO PONTO DE  CONTATO REFORÇADO. RELATÓRIO";2001-04-06
"1418";"telegrama";"Embaixada em  WASHINGTON";"Protocolo.  Brasil-Venezuela.   Pedido de agrément.";2001-06-01
"1446";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.      Propriedade  Intelectual.  Panel  na  OMC  sobre";2001-06-05
"706";"despacho telegráfico";"Embaixada em  WASHINGTON";"Propriedade Intelectual.  Brasil-EUA. telegrama 1470 de  Embaixada em 
Washington.  Retransmissão.";2001-06-08
"1470";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.      Propriedade  Intelectual.  Panel  na  OMC  sobre";2001-06-08
"1518";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.      Propriedade  Intelctual.  Panel  na  OMC  sobre
artigo 68.  Carta  do  SGIE. Sinalização do USTR.";2001-06-13
"1541";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.      Propriedade  Intelectual.  Panel  na  OMC  sobre artigo 68.  Carta  do  SGIE. Proposta de resposta do  USTR.";2001-06-15
"1579";"telegrama";"Embaixada em  WASHINGTON";"Drogas.    Exercício \"Unidos  Contra  Drogas\".  Seminário  sobre
intercâmbio    de  informação     em    Quito.  Relatório e avaliação.";2001-06-20
"758";"despacho telegráfico";"Embaixada em  WASHINGTON";"Política comercial.Brasil-EUA.  Propriedade Intelectual. Panel  na
OMC sobre artigo 68. Troca  de cartas. Reunião no USTR. Instruções.";2001-06-22
"1601";"telegrama";"Embaixada em  WASHINGTON";"Administração.  Segurança das  Comunicações. Missão Especial  da
Presidência da República.  Resultados.";2001-06-22
"1604";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.      Propriedade  Intelectual.  Panel  na  OMC  sobre
artigo 68.  Troca  de  cartas e Comunicado conjunto.";2001-06-22
"1597";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.      Propriedade  Intelectual.  Panel  na  OMC  sobre
artigo 68.  Troca  de  cartas. Comunicado conjunto.";2001-06-22
"1594";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.      Propriedade  Intelectual.  Panel  na  OMC  sobre
artigo 68.  Troca  de  cartas. Reunião no USTR.";2001-06-22
"1635";"telegrama";"Embaixada em  WASHINGTON";"Transportes   aéreos.  FAA.  Missão     do     CTA-IFI a
Washington.   Certificação e  homologação de aeronaves.";2001-06-26
"1639";"telegrama";"Embaixada em  WASHINGTON";"Promoção Ccomercial. Joint-  venture Proma-Aker Brattvaag.";2001-06-28
"1678";"telegrama";"Embaixada em  WASHINGTON";"Transportes Aéreos. Brasil-  Itália. Fechamento do  Escritório da
VARIG em Roma.";2001-07-02
"1729";"telegrama";"Embaixada em  WASHINGTON";"Protocolo.  Brasil-Botsuana.  Apresentação  de credenciais.
Embaixador  Kgosi  Seepapitso  IV.   Nova   consulta   da Embaixada de Botsuana.";2001-07-09
"1799";"telegrama";"Embaixada em  WASHINGTON";"Santa Lúcia (Cumulatividade).  Solicitação de \"agrément\".
Embaixador Ricardo Luiz Viana  de Carvalho.";2001-07-18
"1811";"telegrama";"Embaixada em  WASHINGTON";"EUA-Argentina.  Mensagem  de  Bush a  De la Rúa. Íntegra do
texto.";2001-07-19
"1889";"telegrama";"Embaixada em  WASHINGTON";"Economia argentina. Carta dos  Presidentes do Brasil e Chile  ao
Presidente Bush.";2001-08-02
"1933";"telegrama";"Embaixada em  WASHINGTON";"Protocolo. Brasil - Venezuela.   Pedido de Agrément.";2001-08-10
"2044";"telegrama";"Embaixada em  WASHINGTON";"Política        Financeira.  Argentina.   Declarações  da  porta-voz do
Tesouro.  Debate  sobre a  responsabilidade  da  administração Bush.";2001-08-31
"2115";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Ataques  terroristas.  Efeitos   sobre a   atuação  externa e
a   política   de  defesa.";2001-09-12
"1084";"despacho telegráfico";"Embaixada em  WASHINGTON";"OEA. Candidaturas. México.  CITEL.";2001-09-14
"2209";"telegrama";"Embaixada em  WASHINGTON";"Atentados  terroristas  nos  EUA.  Assistência a  brasileiros.";2001-09-20
"817";"despacho telegráfico";"Embaixada em  PEQUIM";"Brasil-RPDC. Embaixador  norte-coreano no Brasil.  Pedido de
\"agrément\".  Solicitação de informações.";2001-09-25
"2276";"telegrama";"Embaixada em  WASHINGTON";"Relações  Brasil-EUA.  Visita  do USTR Robert Zoellick.";2001-09-26
"1054";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Relações  comerciais. Aviões da  Embraer.";2001-09-28
"2302";"telegrama";"Embaixada em  WASHINGTON";"Terrorismo.  Três fronteiras.  Visita a  Washington do Chefe  do
Gabinete  de  Segurança  Institucional.";2001-09-28
"1060";"telegrama";"Embaixada em  PEQUIM";"Atentados nos Eua.Consultas  sino-russas  sobre  reações  norte-
americanas.";2001-10-03
"231";"despacho telegráfico";"Min. da Fazenda";"OMC.EUA.     Solução     de  Controvérsias.    Suco   de  Laranja. Taxa de Equalização  da    Flórida.   Consultas.  Posição do USTR.";2001-10-03
"2366";"telegrama";"Embaixada em  WASHINGTON";"EUA.    Política   Externa.  Relação   com a   Argentina  depois  dos
ataques de 11 de  setembro.";2001-10-05
"2368";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Atentados  de 11  de  setembro.   Encontro  com o
Embaixador do Egito.";2001-10-05
"1177";"despacho telegráfico";"Embaixada em  WASHINGTON";"EUA. Política Externa. Relação  com a Argentina depois dos
ataques de 11 de setembro.  Operações de Paz e Forças Multinacionais nos Bálcãs.";2001-10-09
"1181";"despacho telegráfico";"Embaixada em  WASHINGTON";"Brasil-Estados Unidos.  Cooperação contra o  terrorismo. Audiência ao  Encarregado de Negócios  americano em Brasília.";2001-10-10
"2438";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Atentados  Terroristas.  Política  Externa.  Encontro  com o Embaixador do Líbano em  Washington.        Tríplice  fronteira.";2001-10-15
"2467";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Combate  ao terrorismo.  Fronteira  tríplice. Consulta  ao DOS.";2001-10-17
"2444";"telegrama";"Embaixada em  WASHINGTON";"Administração.     Atentados  Terroristas.   Medidas   de
Segurança.  Solicitação  de  recursos.";2001-10-19
"2534";"telegrama";"Embaixada em  WASHINGTON";"Administração.     Atentados  Terroristas.   Medidas   de
Segurança.  Solicitação  de  recursos.";2001-10-25
"2540";"telegrama";"Embaixada em  WASHINGTON";"EUA.   Política  Externa.  Relação  Bilateral.  Visita  Senhor Presidente    da  República. Audiência  com o  Presidente norte-
americano.";2001-10-25
"2535";"telegrama";"Embaixada em  WASHINGTON";"Segurança. Invasões de  representações diplomáticas.  Tentativas de imigração  ilegal. Medidas de proteção.";2001-10-25
"2565";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.     Visita   do  Presidente  Fernando Henrique  a Washington. Estado geral do  relacionamento.";2001-10-30
"2524";"telegrama";"Embaixada em  WASHINGTON";"Segurança.       Terrorismo.  Washington. Ameaça Biológica.  Alerta
na Embaixada do Chile.";2001-10-30
"2586";"telegrama";"Embaixada em  WASHINGTON";"Administração.  Aquisição  de  Equipamentos  de  Segurança. Solicitação de Recursos";2001-10-31
"2587";"telegrama";"Embaixada em  WASHINGTON";"EUA. Política Externa. Viagem  do  Senhor  Presidente  da República a Washington e Nova  York.     Encontro    com o
Presidente George Bush.";2001-10-31
"2598";"telegrama";"Embaixada em  WASHINGTON";"EUA.Relação Bilateral. Visita  do  Senhor  Presidente  da República  Washington e Nova  York.  Encontro com George W.
Bush.";2001-11-01
"2625";"telegrama";"Embaixada em  WASHINGTON";"EUA.   Relação   Bilateral.  Viagem  do  Senhor Presidente  da República a  Washington e  Nova  York.  Encontro  com o
Presidente George Bush.";2001-11-02
"2638";"telegrama";"Embaixada em  WASHINGTON";"Terrorismo.  Tríplice Fronteira.  Audiência  ao Encarregado de Negócios dos EUA.";2001-11-02
"2645";"telegrama";"Embaixada em  WASHINGTON";"Transporte  Aéreo.  Contratos  de  Aluguel  de  Aeronaves. Encontro com representante da  General   Electric  Capital
Aviation Services (GECAS).";2001-11-03
"2668";"telegrama";"Embaixada em  WASHINGTON";"Colômbia.    Reflexos    do  componente  militar  do Plano
Colômbia.  III  Reunião  de  Inteligência.";2001-11-06
"2683";"telegrama";"Embaixada em  WASHINGTON";"Transporte Aéreo. Brasil-  Equador. Entrevista com  Representante da VARIG em  Quito. Restabelecimento de  frequências com o
Brasil.";2001-11-07
"2708";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.      Terrorismo.  Visita  do  Ministro Chefe do  Gabinete de    Segurança  Institucional.";2001-11-12
"2760";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.      Terrorismo.  Fronteira  tríplice. Conversa  no Departamento de Estado.";2001-11-19
"2646";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.  Projeto  SIVAM.  Visita  de  representante  da
Raytheon.";2001-11-20
"10519";"despacho telegráfico";"Escritório Financeiro em Nova York";"Administração. Autorização.  Dotação CLP. Salário de  novembro de 2001. Técnicos.";2001-11-27
"1316";"telegrama";"Embaixada em  PEQUIM";"China. Direitos Humanos.";2001-11-28
"2936";"telegrama";"Embaixada em  WASHINGTON";"Trabalho voluntário de  noruegueses. Movimento dos  sem-terra.
NORAD.";2001-12-11
"3010";"telegrama";"Embaixada em  WASHINGTON";"EUA. Política externa. Reação  à crise na Argentina. Contato  com o
Departamento de Estado.";2001-12-20
"3013";"telegrama";"Embaixada em  WASHINGTON";"Política   Interna.  China.  Regiao  Autônoma do Xinjiang.
Separatismo  uigur. Documento  do Conselho de Estado da RPC. Combate  ao     terrorismo.";2001-12-20
"3028";"telegrama";"Embaixada em  WASHINGTON";"Crise na Argentina. Avaliação  da  Embaixada  americana  em Buenos    Aires.   Situação  econômica e Mercosul.";2001-12-21
"30";"telegrama";"Embaixada em  WASHINGTON";"EUA.     Guerra    contra o  terrorismo.  Próximas etapas.  Hipótese
de  ação  contra o  Iraque.";2002-01-08
"26";"telegrama";"Embaixada em  WASHINGTON";"Política        Financeira.  Argentina.  FMI.  Visita  aos  EUA  do
Ministro da Economia  da Argentina.";2002-01-08
"39";"telegrama";"Embaixada em  WASHINGTON";"Colômbia.  Crise  no processo  de  paz.  Anúncio  do  fim da  zona
desmilitarizada. Posição  dos EUA.";2002-01-09
"40";"telegrama";"Embaixada em  WASHINGTON";"Crise  argentina. Posição dos  EUA. Conversa no Departamento  de
Estado.";2002-01-09
"41";"telegrama";"Embaixada em  WASHINGTON";"Crise  argentina. Posição dos  EUA. Conversa no Departamento  de
Estado.";2002-01-09
"37";"telegrama";"Embaixada em  WASHINGTON";"Estados   Unidos.  Política  externa.   Possível  viagem
presidencial ao Cone Sul.";2002-01-09
"43";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Volta  da  confrontação  partidária.  Economia -  tema  chave da  campanha eleitoral  de 2002.";2002-01-09
"50";"telegrama";"Embaixada em  WASHINGTON";"Brasil-Bolívia.      Rodovia  Corumbá-Santa  Cruz.
Financiamento   PROEX/BNDES.  Oposição do BID.";2002-01-10
"28";"telegrama";"Embaixada em  PEQUIM";"Promoção comercial. Visita  do  MDIC  à  RPC.  Elaboração  de
programa. Embraer. Carta sobre  implementação  de  contratos assinados.  Correção de dados.";2002-01-11
"69";"telegrama";"Embaixada em  WASHINGTON";"EUA.     Confirmação     do  Embaixador  Otto  reich  como Secretário     de    Estado  Assistente  para o Hemisfério  Ocidental.";2002-01-11
"63";"telegrama";"Embaixada em  WASHINGTON";"EUA.    Política   externa.  Relacões   Brasil-Argentina.  Matéria do
Clarín.";2002-01-11
"65";"telegrama";"Embaixada em  WASHINGTON";"EUA. O  governo  Bush e  as  relações hemisféricas.";2002-01-11
"62";"telegrama";"Embaixada em  WASHINGTON";"EUA. Política externa.Manifestações sobre o Irã.";2002-01-11
"30";"telegrama";"Embaixada em  PEQUIM";"Promoção Comercial.Brasil-  Equador.Odebrecht.Hidroelétri-  ca de São Francisco.Possibili-  dade de execução da garantia  de US$ 15 milhões.";2002-01-14
"79";"telegrama";"Embaixada em  WASHINGTON";"EUA.     Guerra    contra o  terrorismo.  Próximas etapas.  Hipótese
de  ação  contra o  Iraque.";2002-01-14
"42";"telegrama";"Embaixada em  PEQUIM";"Política interna. ANR.  Dissidência oviedista. Partido  UNACE. Reações. Atividades do  ex-general em território  brasileiro.";2002-01-15
"107";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA. Aço. Investigação  de  Salvaguardas.  Visita  de  Missão.";2002-01-16
"104";"telegrama";"Embaixada em  WASHINGTON";"Colômbia. Processo de revisão  da política norte-americana.";2002-01-16
"103";"telegrama";"Embaixada em  WASHINGTON";"EUA-Venezuela.   Saída   do  Embaixador      venezuelano.
Deterioração nas relações.";2002-01-16
"120";"telegrama";"Embaixada em  WASHINGTON";"ALCA.  TPA. Perspectivas para  Votação.       Preocupações Brasileiras. Videoconferência  no \"Brazil-US       Business  Council\".";2002-01-17
"113";"telegrama";"Embaixada em  WASHINGTON";"Crise  Argentina.  Conversas  nos  Departamentos de Tesouro  e de
Comércio dos EUA.";2002-01-17
"60";"telegrama";"Embaixada em  PEQUIM";"China-India, China-Bangladesh.  Visita  do  Primeiro-Ministro  Zhu
Rongji.     Interesses  chineses.";2002-01-22
"61";"telegrama";"Embaixada em  PEQUIM";"Política  Externa.  Deposição  do  Presidente  Chávez  na
Venezuela.        Primeiras  impressões.";2002-01-22
"139";"telegrama";"Embaixada em  WASHINGTON";"Argentina.  Crise financeira.  Eventual criação de um \"grupo  de
amigos\".";2002-01-22
"43";"despacho telegráfico";"Embaixada em  PEQUIM";"Brasil-China. Soja. OGM.  Medidas restritivas.  Informações.";2002-01-24
"80";"telegrama";"Embaixada em  PEQUIM";"Brasil-China. Soja. OGM.  Medidas de controle.  Informações.";2002-01-25
"184";"telegrama";"Embaixada em  WASHINGTON";"Detenção   de  prisioneiros  associados  ao  Talibã e  Al  Qaeda  na
base de Guantanamo.  Repercussões.";2002-01-25
"192";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Relações  EUA-América  Latina.  Conversa  na  Casa  Branca sobre  eleições  no  Brasil e a    situação   na  América do Sul.";2002-01-25
"190";"telegrama";"Embaixada em  WASHINGTON";"Oriente Médio. Conflito.  Conferência Regional de Paz.  Posição
síria. Comentários.";2002-01-25
"193";"telegrama";"Embaixada em  WASHINGTON";"Relações Angola-Portugal.  Visita  do MNE António Martins  da
Cruz a Angola.";2002-01-25
"191";"telegrama";"Embaixada em  WASHINGTON";"Relações Brasil-EUA.Visita do  Senhor  Ministro  de  Estado. Encontro  com o  Diretor  de  Planejamento político do DOS.";2002-01-25
"194";"telegrama";"Embaixada em  WASHINGTON";"Relações Brasil-Guiné  Equatorial. Cumulatividade.  Solicitação de \"Agrément\".";2002-01-25
"196";"telegrama";"Embaixada em  WASHINGTON";"EUA.  UE.  Visita  de  Pascal  Lamy.   Aço.   FSC.  GMOs.  Primeiros Relatos.";2002-01-26
"200";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA. h.";2002-01-28
"180";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA. O  processo  de  formulação  de políticas e as
dificuldades para o desenvol-  vimento pleno do potencial das relações bilaterais.";2002-01-28
"198";"telegrama";"Embaixada em  WASHINGTON";"Política  Financeira.  FMI.  Argentina.  Ida de missão do  Fundo a
Buenos    Aires.  Confirmação.";2002-01-28
"210";"telegrama";"Embaixada em  WASHINGTON";"Privilégios e    Imunidades.  Aeroportos  norte-americanos.
Tratamento dispensado a auto-  ridades estrangeiras. Visita  da Doutora Ruth Cardoso";2002-01-29
"223";"telegrama";"Embaixada em  WASHINGTON";"Consulta sobre concessão de Autorização de Retorno ao  Brasil.";2002-01-30
"234";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Discurso  do Presidente  Bush  sobre o  State  of  the  Union. Comentários.";2002-01-30
"231";"telegrama";"Embaixada em  WASHINGTON";"EUA-Argentina.   Visita  do  Chanceler Carlos Ruckauf.";2002-01-30
"10001";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.    Visita    do  Ministro  de Estado. Conversa  com o Diretor de Planejamento  Político  do  DOS  Richard  Haass.";2002-02-01
"10002";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.    Visita    do  Ministro  de Estado. Conversa  com o Secretário   Colin  Powell.";2002-02-01
"10003";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.  Visita do Senhor  Ministro de Estado . Encontro  com o Secretário de Comércio.";2002-02-01
"10004";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.Visita  do  Senhor  Ministro  de Estado. Encontro  com o USTR. Aço e Argentina.";2002-02-01
"74";"despacho telegráfico";"Embaixada em  PEQUIM";"Brasil-China.  Soja transgênica.  Medidas restritivas.  Pedido de
informações.";2002-02-04
"98";"telegrama";"Embaixada em  PEQUIM";"OMC. Comitê de Comércio e  Desenvolvimento. Tratamento
especial e diferenciado.  Comentários.";2002-02-04
"254";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.    Visita    do  Ministro  de Estado. Encontro  com a
Assessora de Segurança  Nacional Condoleezza Rice.";2002-02-04
"252";"telegrama";"Embaixada em  WASHINGTON";"EUA.     Energia.    Fontes  renováveis. Projeto de lei no  Senado.
Comentários.";2002-02-04
"111";"telegrama";"Embaixada em  PEQUIM";"Brasil-Afeganistao. Retomada  de  relações  diplomaticas.  Situação da China.";2002-02-05
"109";"telegrama";"Embaixada em  PEQUIM";"Brasil-China.Soja  transgênica.  Medidas  de  controle. Pedido de visita  do  MAPA.    Informações.";2002-02-05
"107";"despacho telegráfico";"Embaixada em  WASHINGTON";"Privilégios e Imunidades.  Destacamento de Segurança.  Cabo José de Oliveira. Assalto  e Lesão corporal. Inquérito  policial.";2002-02-05
"265";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.  Declarações  do  Secretário do Tesouro.";2002-02-05
"268";"telegrama";"Embaixada em  WASHINGTON";"EUA. Política interna e  externa.      Proposta  orçamentária para
2003.";2002-02-05
"280";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.      Segurança e  Defesa.  Terrorismo. Conversa  com funcionário do Pentágono.";2002-02-06
"276";"telegrama";"Embaixada em  WASHINGTON";"CIB. 54ª   Reunião   Anual.  Atlântico Sul. Santuário para  proteção de baleias.";2002-02-06
"273";"telegrama";"Embaixada em  WASHINGTON";"EUA.   China.  GMOs.  Nova  Regulamentação. Reação Local.";2002-02-06
"277";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Visita  de  Deputados  norte-americanos à  Triplice
Fronteira.    Índícios   de  envolvimento    do    crime  organizado com terrorismo.";2002-02-06
"278";"telegrama";"Embaixada em  WASHINGTON";"Terrorismo.  Conversa  com o  Embaixador  do  Egito na ONU. Informações  da  Embaixada em  Londres.";2002-02-06
"85";"despacho telegráfico";"Embaixada em  PEQUIM";"Nações Unidas. Convenção sobre  o Direito do Mar. XII Reunião
dos Estados-Partes. Nova York,  16 a 26 de abril. Participação brasileira. Instruções.";2002-02-07
"288";"telegrama";"Embaixada em  WASHINGTON";"Cúpula  de  Presidentes  da  América  Sul.  Reunião  em  Quito. Pedido de Informações.";2002-02-07
"136";"telegrama";"Embaixada em  PEQUIM";"Brasil-China.  Soja. OGM.  Medidas     restritivas.  Legislação e informações.";2002-02-08
"306";"telegrama";"Embaixada em  WASHINGTON";"Conversa  com  assessores  da  Comissão     de    Relações Exteriores  da Câmara dos EUA  sobre a Colômbia.";2002-02-08
"301";"telegrama";"Embaixada em  WASHINGTON";"EUA.       China.      Nova  Regulamentação  sobre  OGMs. Reações.";2002-02-08
"323";"telegrama";"Embaixada em  WASHINGTON";"EUA.    Política   externa. Iraque.";2002-02-13
"325";"telegrama";"Embaixada em  WASHINGTON";"EUA.  Politica  externa.  Iraque.";2002-02-13
"326";"telegrama";"Embaixada em  WASHINGTON";"EUA-Venezuela.  Endurecimento  retórico    com o   governo
Chávez.";2002-02-13
"141";"telegrama";"Embaixada em  PEQUIM";"Nações Unidas. Conselho de  Segurança.     Postulação  brasileira. Apoio da China.  Consulta";2002-02-14
"340";"telegrama";"Embaixada em  WASHINGTON";"Colômbia.  Perspectivas  do  conflito. A     visão    de
Washington.";2002-02-14
"341";"telegrama";"Embaixada em  WASHINGTON";"Colômbia.  Perspectivas  do  conflito. Discussão promovida  pelo
Inter-American Dialogue.";2002-02-14
"338";"telegrama";"Embaixada em  WASHINGTON";"Meio ambiente.    Espécies  ameaçadas. Araras-azuis-de-  lear.
Repatriação.";2002-02-14
"343";"telegrama";"Embaixada em  WASHINGTON";"Política   Financeira.  Argentina.   Possível  declaração de apoio do Tesouro ou do G-7.";2002-02-14
"349";"telegrama";"Embaixada em  WASHINGTON";"Ciência e  Tecnologia.  EUA.";2002-02-15
"146";"telegrama";"Embaixada em  PEQUIM";"China-Estados Unidos.  Atividades de Preparação da  visita do
Presidente Bush.";2002-02-16
"367";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.  II  Reunião  do  Mecanismo    de    Consulta  Política.";2002-02-16
"365";"telegrama";"Embaixada em  WASHINGTON";"EUA.    Política   externa.    Relações com a   Europa.  Iraque.";2002-02-16
"369";"telegrama";"Embaixada em  WASHINGTON";"EUA. Propriedade Intelectual.  Seção 301.  Revisões \"out-of- cycle\".";2002-02-16
"102";"despacho telegráfico";"Embaixada em  PEQUIM";"CTPD. Brasil-China. Cooperação  Técnica. Novo ajuste
complementar.";2002-02-19
"374";"telegrama";"Embaixada em  WASHINGTON";"EUA.    Política   externa.    Relações com a   Europa.  Iraque.";2002-02-19
"377";"telegrama";"Embaixada em  WASHINGTON";"Brasil-EUA.  II  Reunião  do  Mecanismo    de   Consultas  Políticas.";2002-02-20
